BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr1	57450000	57460000	chr1	58070000	58080000	0.0059847615084204706	2.599207668339954
chr1	57460000	57470000	chr1	58310000	58320000	0.002189816495056063	2.111212657236631
chr1	57460000	57470000	chr1	57980000	57990000	0.0010771081964605078	2.111212657236631
chr1	57470000	57480000	chr1	57820000	57830000	0.007715419195512655	2.111212657236631
chr1	59350000	59360000	chr1	59630000	59640000	0.0014996914816725493	2.111212657236631
chr1	59340000	59350000	chr1	59520000	59530000	0.008278635639850089	3.2
chr1	60560000	60570000	chr1	60880000	60890000	0.008278635639850089	2.599207668339954
chr1	62750000	62760000	chr1	63000000	63010000	0.006395031969308103	2.111212657236631
chr1	62810000	62820000	chr1	62990000	63000000	0.003776696168382849	4.222425314473262
chr1	63700000	63710000	chr1	64490000	64500000	0.0010771081964605078	2.111212657236631
chr1	63790000	63800000	chr1	64480000	64490000	0.0014996914816725493	2.599207668339954
chr1	63960000	63970000	chr1	64480000	64490000	0.009989004312248285	2.599207668339954
chr1	64750000	64760000	chr1	65030000	65040000	0.0027693300034986085	2.111212657236631
chr1	64760000	64770000	chr1	64950000	64960000	0.005675028116999733	2.599207668339954
chr1	65330000	65340000	chr1	66130000	66140000	0.0064115245034520475	2.599207668339954
chr1	67680000	67690000	chr1	69170000	69180000	0.006698977622431506	2.599207668339954
chr1	72760000	72770000	chr1	72880000	72890000	0.0014996914816725493	2.599207668339954
chr1	72760000	72770000	chr1	73860000	73870000	0.009989004312248285	2.111212657236631
chr1	72900000	72910000	chr1	73870000	73880000	0.0010771081964605078	2.111212657236631
chr1	72910000	72920000	chr1	73300000	73310000	0.008278635639850089	2.111212657236631
chr1	72910000	72920000	chr1	73640000	73650000	0.0010771081964605078	2.111212657236631
chr1	75320000	75330000	chr1	75440000	75450000	0.0013151398965109231	2.111212657236631
chr1	77940000	77950000	chr1	78410000	78420000	0.001038737120338925	2.599207668339954
chr1	78500000	78510000	chr1	78640000	78650000	0.004408978360247988	2.599207668339954
chr1	78680000	78690000	chr1	79640000	79650000	0.0037133970019126014	3.2
chr1	78700000	78710000	chr1	79410000	79420000	0.0033574398583926524	3.2
chr1	79760000	79770000	chr1	80070000	80080000	0.005251413306704827	2.111212657236631
chr1	80150000	80160000	chr1	80490000	80500000	0.004408978360247988	2.111212657236631
chr1	80810000	80820000	chr1	81260000	81270000	6.58854303980938e-05	2.111212657236631
chr1	81290000	81300000	chr1	82440000	82450000	0.0044171814709556305	3.6758347359905126
chr1	81300000	81310000	chr1	82270000	82280000	0.0013151398965109231	2.599207668339954
chr1	82760000	82770000	chr1	82960000	82970000	0.008241471084443763	2.111212657236631
chr1	83170000	83180000	chr1	83690000	83700000	0.0006022029196373068	2.111212657236631
chr1	85050000	85060000	chr1	85430000	85440000	0.0023244177415970846	2.111212657236631
chr1	85060000	85070000	chr1	85540000	85550000	0.0006022029196373068	2.111212657236631
chr1	85250000	85260000	chr1	85510000	85520000	0.0023244177415970846	2.111212657236631
chr1	85290000	85300000	chr1	85460000	85470000	0.004435645838360066	2.111212657236631
chr1	86530000	86540000	chr1	87120000	87130000	0.002148025745708334	2.599207668339954
chr1	86550000	86560000	chr1	86970000	86980000	0.002148025745708334	2.599207668339954
chr1	86590000	86600000	chr1	86960000	86970000	0.0016254988844883137	2.599207668339954
chr1	88380000	88390000	chr1	88630000	88640000	0.002684128783119632	2.599207668339954
chr1	88680000	88690000	chr1	89110000	89120000	0.0019913776852575893	4.222425314473262
chr1	89580000	89590000	chr1	89860000	89870000	0.0023244177415970846	2.111212657236631
chr1	89980000	89990000	chr1	90510000	90520000	6.58854303980938e-05	2.111212657236631
chr1	90140000	90150000	chr1	90500000	90510000	0.007719768312557385	3.2
chr1	90570000	90580000	chr1	90770000	90780000	0.005571772561106141	2.111212657236631
chr1	91440000	91450000	chr1	91880000	91890000	0.0023244177415970846	2.111212657236631
chr1	91900000	91910000	chr1	92380000	92390000	0.0021781991089952673	2.111212657236631
chr1	96770000	96780000	chr1	96940000	96950000	0.0071825743178687285	2.111212657236631
chr1	97740000	97750000	chr1	98270000	98280000	0.009128766696232414	2.111212657236631
chr1	105990000	106000000	chr1	106310000	106320000	0.0021781991089952673	2.111212657236631
chr1	118700000	118710000	chr1	119000000	119010000	0.0014783900927568538	2.111212657236631
chr1	120110000	120120000	chr1	120460000	120470000	0.0041764783040010856	2.599207668339954
chr1	127420000	127430000	chr1	127690000	127700000	0.0014783900927568538	2.599207668339954
chr1	128300000	128310000	chr1	128750000	128760000	1.8569869142393003e-05	2.111212657236631
chr1	130800000	130810000	chr1	130970000	130980000	0.003885749938759009	2.111212657236631
chr1	131210000	131220000	chr1	131470000	131480000	0.0037126843498713757	2.111212657236631
chr1	132680000	132690000	chr1	132910000	132920000	0.00046293814298659086	2.111212657236631
chr1	133100000	133110000	chr1	133530000	133540000	0.0003997070108646694	2.111212657236631
chr1	133310000	133320000	chr1	133520000	133530000	0.00046293814298659086	2.111212657236631
chr1	133660000	133670000	chr1	133820000	133830000	0.003885749938759009	2.111212657236631
chr1	133660000	133670000	chr1	133970000	133980000	0.0008037271734089024	2.111212657236631
chr1	134560000	134570000	chr1	134770000	134780000	0.008731188657180243	2.599207668339954
chr1	134910000	134920000	chr1	135040000	135050000	0.0010917331337290115	2.111212657236631
chr1	135090000	135100000	chr1	135290000	135300000	0.0015254049405918262	2.111212657236631
chr1	135470000	135480000	chr1	135600000	135610000	0.006759745676143679	2.111212657236631
chr1	136210000	136220000	chr1	136380000	136390000	0.0020009832713899223	2.111212657236631
chr1	136470000	136480000	chr1	137140000	137150000	0.009045781862363919	2.599207668339954
chr1	138760000	138770000	chr1	139080000	139090000	0.004665470739403087	2.111212657236631
chr1	140090000	140100000	chr1	140460000	140470000	0.0008575864003009434	2.111212657236631
chr1	143680000	143690000	chr1	143880000	143890000	0.0003997070108646694	2.599207668339954
chr1	143680000	143690000	chr1	144060000	144070000	0.0014538108276547627	2.599207668339954
chr1	143680000	143690000	chr1	144250000	144260000	0.008215614288209494	2.111212657236631
chr1	150940000	150950000	chr1	151220000	151230000	0.0033775863561325194	3.2
chr1	151360000	151370000	chr1	151580000	151590000	0.009326463551548342	2.111212657236631
chr1	151690000	151700000	chr1	152150000	152160000	0.0022979605232631138	2.111212657236631
chr1	151690000	151700000	chr1	152240000	152250000	0.0001237818303736482	2.111212657236631
chr1	152400000	152410000	chr1	152620000	152630000	0.00010068992095702001	2.111212657236631
chr1	152730000	152740000	chr1	153330000	153340000	0.009766912359495547	2.111212657236631
chr1	153430000	153440000	chr1	153610000	153620000	0.00044332872230981986	2.111212657236631
chr1	153770000	153780000	chr1	154050000	154060000	0.00044332872230981986	2.111212657236631
chr1	154160000	154170000	chr1	154600000	154610000	0.0013397937889319282	3.2
chr1	154660000	154670000	chr1	154880000	154890000	0.00044332872230981986	2.111212657236631
chr1	154910000	154920000	chr1	155090000	155100000	0.0004837962230506837	2.111212657236631
chr1	155170000	155180000	chr1	155410000	155420000	0.0036373843238182157	2.111212657236631
chr1	155960000	155970000	chr1	156060000	156070000	0.0022979605232631138	2.111212657236631
chr1	156570000	156580000	chr1	156730000	156740000	0.004214508387193386	2.111212657236631
chr1	156570000	156580000	chr1	156890000	156900000	0.0022979605232631138	2.111212657236631
chr1	156740000	156750000	chr1	156890000	156900000	0.0026009917884873834	2.599207668339954
chr1	157580000	157590000	chr1	158450000	158460000	0.009766912359495547	2.599207668339954
chr1	158500000	158510000	chr1	158960000	158970000	0.009283046549353441	2.111212657236631
chr1	159110000	159120000	chr1	160010000	160020000	0.0036373843238182157	2.599207668339954
chr1	160050000	160060000	chr1	160190000	160200000	0.0020129827936012207	2.111212657236631
chr1	160580000	160590000	chr1	160750000	160760000	0.009283046549353441	2.599207668339954
chr1	161810000	161820000	chr1	162140000	162150000	0.00012753231158424416	2.111212657236631
chr1	161830000	161840000	chr1	162040000	162050000	0.0011583689498264826	2.111212657236631
chr1	162720000	162730000	chr1	162890000	162900000	0.004214508387193386	3.2
chr1	162980000	162990000	chr1	163660000	163670000	0.0018100564209674575	2.599207668339954
chr1	164130000	164140000	chr1	164950000	164960000	0.005945963548128637	2.111212657236631
chr1	165600000	165610000	chr1	165970000	165980000	4.39434232079039e-05	2.111212657236631
chr1	165820000	165830000	chr1	165970000	165980000	0.009012804673232547	2.599207668339954
chr1	167240000	167250000	chr1	167460000	167470000	0.00018136753317518628	2.111212657236631
chr1	167770000	167780000	chr1	169300000	169310000	0.0026249180118280407	2.111212657236631
chr1	169350000	169360000	chr1	169750000	169760000	0.0025563961211176544	2.599207668339954
chr1	169490000	169500000	chr1	169740000	169750000	0.000440780844815003	2.599207668339954
chr1	170110000	170120000	chr1	170440000	170450000	0.0013288757987243577	2.111212657236631
chr1	170460000	170470000	chr1	170660000	170670000	0.009031165153639796	2.111212657236631
chr1	170730000	170740000	chr1	170820000	170830000	0.006798677383936358	2.111212657236631
chr1	170940000	170950000	chr1	171070000	171080000	0.003083326139192731	2.111212657236631
chr1	171960000	171970000	chr1	172140000	172150000	0.0026249180118280407	2.599207668339954
chr1	172230000	172240000	chr1	172320000	172330000	0.0007014200705305895	2.111212657236631
chr1	173280000	173290000	chr1	173920000	173930000	0.009721042135129738	2.111212657236631
chr1	175760000	175770000	chr1	176530000	176540000	0.004763335044472497	2.111212657236631
chr1	176700000	176710000	chr1	177520000	177530000	0.007445067953534246	2.599207668339954
chr1	177970000	177980000	chr1	178280000	178290000	0.0011610373682499223	2.111212657236631
chr1	179680000	179690000	chr1	180040000	180050000	0.009012804673232547	2.111212657236631
chr1	180090000	180100000	chr1	180240000	180250000	0.00018136753317518628	2.111212657236631
chr1	181720000	181730000	chr1	181940000	181950000	0.00018136753317518628	2.111212657236631
chr1	182390000	182400000	chr1	182790000	182800000	0.004861366151894173	2.599207668339954
chr1	182810000	182820000	chr1	183030000	183040000	0.0012282162671993224	2.111212657236631
chr1	183220000	183230000	chr1	183960000	183970000	0.005394244376654256	2.111212657236631
chr1	183990000	184000000	chr1	184490000	184500000	0.0033206835396111245	2.599207668339954
chr1	184720000	184730000	chr1	184910000	184920000	0.005394244376654256	2.111212657236631
chr1	185400000	185410000	chr1	186440000	186450000	0.005394244376654256	2.111212657236631
chr1	185910000	185920000	chr1	186440000	186450000	0.00480144194635157	2.111212657236631
chr1	188740000	188750000	chr1	189380000	189390000	0.00042422999656673477	3.6758347359905126
chr1	191090000	191100000	chr1	191280000	191290000	0.007118921836519706	2.111212657236631
chr1	191860000	191870000	chr1	192280000	192290000	0.0073261773122106355	2.111212657236631
chr1	191860000	191870000	chr1	192390000	192400000	0.00480144194635157	3.6758347359905126
chr2	3530000	3540000	chr2	3780000	3790000	0.009522750353079333	2.111212657236631
chr2	4500000	4510000	chr2	4870000	4880000	0.006030550437989918	2.111212657236631
chr2	6220000	6230000	chr2	6400000	6410000	0.0069154561127671155	2.111212657236631
chr2	8680000	8690000	chr2	10010000	10020000	0.009522750353079333	2.111212657236631
chr2	10110000	10120000	chr2	10280000	10290000	0.0019395665833837894	3.2
chr2	12010000	12020000	chr2	12300000	12310000	0.009522750353079333	2.111212657236631
chr2	13290000	13300000	chr2	13580000	13590000	0.0019395665833837894	2.599207668339954
chr2	17430000	17440000	chr2	17830000	17840000	0.009522750353079333	2.111212657236631
chr2	24300000	24310000	chr2	24450000	24460000	0.0015926148040539046	2.111212657236631
chr2	26530000	26540000	chr2	26920000	26930000	0.0018729900342269736	2.111212657236631
chr2	26530000	26540000	chr2	27110000	27120000	0.0014499133920691798	2.111212657236631
chr2	26540000	26550000	chr2	26790000	26800000	0.009627648124449065	2.111212657236631
chr2	26930000	26940000	chr2	27120000	27130000	0.0013454875878957345	2.111212657236631
chr2	27180000	27190000	chr2	27310000	27320000	0.0009933348409928433	2.111212657236631
chr2	27440000	27450000	chr2	27640000	27650000	0.0021124814211609987	2.111212657236631
chr2	28090000	28100000	chr2	28300000	28310000	0.0018513627483226795	3.2
chr2	29090000	29100000	chr2	29470000	29480000	0.003439319944329064	2.599207668339954
chr2	30320000	30330000	chr2	30810000	30820000	0.009160080643122903	2.111212657236631
chr2	30330000	30340000	chr2	30680000	30690000	0.00032823607624443696	2.599207668339954
chr2	31370000	31380000	chr2	31540000	31550000	0.0006213775920330122	2.111212657236631
chr2	33040000	33050000	chr2	33230000	33240000	0.0002878762109852495	2.111212657236631
chr2	35430000	35440000	chr2	35800000	35810000	0.00032823607624443696	2.111212657236631
chr2	48800000	48810000	chr2	49200000	49210000	0.009630594263144585	2.111212657236631
chr2	49650000	49660000	chr2	50160000	50170000	0.00010496110216273724	2.111212657236631
chr2	50190000	50200000	chr2	51020000	51030000	0.008412897517450913	2.111212657236631
chr2	52640000	52650000	chr2	53000000	53010000	0.008412897517450913	3.2
chr2	54970000	54980000	chr2	55910000	55920000	0.0008516657959388718	2.111212657236631
chr2	56010000	56020000	chr2	57580000	57590000	0.007318360451953649	3.2
chr2	63340000	63350000	chr2	64670000	64680000	0.008561375682288442	2.111212657236631
chr2	66300000	66310000	chr2	66620000	66630000	0.00018462803862021965	2.111212657236631
chr2	66790000	66800000	chr2	67300000	67310000	0.008561375682288442	2.111212657236631
chr2	70050000	70060000	chr2	70380000	70390000	0.0012304948276833816	2.599207668339954
chr2	71420000	71430000	chr2	71630000	71640000	7.528231010056619e-05	2.111212657236631
chr2	73880000	73890000	chr2	74480000	74490000	0.0050758224438410705	3.2
chr2	74530000	74540000	chr2	75420000	75430000	9.185478187963743e-05	2.111212657236631
chr2	74540000	74550000	chr2	74960000	74970000	9.185478187963743e-05	2.111212657236631
chr2	75440000	75450000	chr2	75600000	75610000	0.009850947686673751	2.111212657236631
chr2	76210000	76220000	chr2	76440000	76450000	0.0033215115058801703	3.2
chr2	76870000	76880000	chr2	77520000	77530000	0.009277708398775267	2.111212657236631
chr2	77180000	77190000	chr2	77530000	77540000	0.005661862035401971	2.111212657236631
chr2	77880000	77890000	chr2	78690000	78700000	0.0006248494997512122	2.111212657236631
chr2	78790000	78800000	chr2	79320000	79330000	0.007206276397090271	2.111212657236631
chr2	79700000	79710000	chr2	80100000	80110000	9.185478187963743e-05	2.111212657236631
chr2	80170000	80180000	chr2	80350000	80360000	0.0005898340246665579	2.111212657236631
chr2	83860000	83870000	chr2	84260000	84270000	0.0008554338001989606	2.111212657236631
chr2	84960000	84970000	chr2	85070000	85080000	0.00014495687025798767	2.111212657236631
chr2	91110000	91120000	chr2	91300000	91310000	0.00011332024497860971	2.111212657236631
chr2	92310000	92320000	chr2	92660000	92670000	0.006876344281695808	2.599207668339954
chr2	92730000	92740000	chr2	92890000	92900000	0.0013927292005702402	2.111212657236631
chr2	92900000	92910000	chr2	93010000	93020000	0.001996773090130799	2.111212657236631
chr2	93040000	93050000	chr2	93250000	93260000	0.0022144957485070206	3.2
chr2	93300000	93310000	chr2	93620000	93630000	0.00028748098869846306	2.599207668339954
chr2	93690000	93700000	chr2	93820000	93830000	0.008693986773015774	2.111212657236631
chr2	93870000	93880000	chr2	94120000	94130000	0.006828165900693313	3.2
chr2	101530000	101540000	chr2	101700000	101710000	0.0008372805425524352	2.599207668339954
chr2	101730000	101740000	chr2	102280000	102290000	0.0089513613748429	2.599207668339954
chr2	102510000	102520000	chr2	102870000	102880000	0.0013927292005702402	3.6758347359905126
chr2	102920000	102930000	chr2	103170000	103180000	0.0008372805425524352	2.599207668339954
chr2	103390000	103400000	chr2	103550000	103560000	0.0013927292005702402	2.599207668339954
chr2	103960000	103970000	chr2	104240000	104250000	0.00028748098869846306	2.111212657236631
chr2	104710000	104720000	chr2	105050000	105060000	0.001764622956933722	2.111212657236631
chr2	106180000	106190000	chr2	106790000	106800000	0.0013927292005702402	2.599207668339954
chr2	106260000	106270000	chr2	106780000	106790000	0.0008372805425524352	2.111212657236631
chr2	106820000	106830000	chr2	107690000	107700000	0.006333793203157946	2.599207668339954
chr2	109740000	109750000	chr2	110030000	110040000	5.229956858254781e-06	2.111212657236631
chr2	109880000	109890000	chr2	110020000	110030000	0.0016286029659776534	2.111212657236631
chr2	112340000	112350000	chr2	112600000	112610000	0.004759406023722823	2.111212657236631
chr2	112620000	112630000	chr2	113120000	113130000	0.007870002847570837	2.111212657236631
chr2	112630000	112640000	chr2	113050000	113060000	0.0016286029659776534	3.2
chr2	113700000	113710000	chr2	113960000	113970000	0.009439499034606492	3.2
chr2	116730000	116740000	chr2	117020000	117030000	0.0016286029659776534	2.599207668339954
chr2	117370000	117380000	chr2	117930000	117940000	0.005422413334258889	2.111212657236631
chr2	118310000	118320000	chr2	118430000	118440000	0.0016286029659776534	2.111212657236631
chr2	118470000	118480000	chr2	118710000	118720000	0.0018027700695569502	2.111212657236631
chr2	121390000	121400000	chr2	121660000	121670000	0.0016286029659776534	2.111212657236631
chr2	123940000	123950000	chr2	124770000	124780000	0.00152341303070469	2.111212657236631
chr2	123940000	123950000	chr2	125040000	125050000	0.007794507406225948	2.599207668339954
chr2	125110000	125120000	chr2	125440000	125450000	0.009439499034606492	2.111212657236631
chr2	125210000	125220000	chr2	125430000	125440000	0.007794507406225948	2.111212657236631
chr2	125500000	125510000	chr2	126360000	126370000	0.009439499034606492	2.111212657236631
chr2	127720000	127730000	chr2	128250000	128260000	0.0012869231761101219	3.2
chr2	131390000	131400000	chr2	131650000	131660000	0.00014039712786484415	2.111212657236631
chr2	134390000	134400000	chr2	135170000	135180000	0.004361362633005683	2.599207668339954
chr2	134620000	134630000	chr2	135160000	135170000	0.0010586975513604102	2.111212657236631
chr2	135200000	135210000	chr2	135790000	135800000	0.0002540018471819394	2.111212657236631
chr2	135810000	135820000	chr2	135970000	135980000	0.005086324981004253	2.111212657236631
chr2	135990000	136000000	chr2	136280000	136290000	0.0014300686684229902	2.111212657236631
chr2	136750000	136760000	chr2	137780000	137790000	0.0017230163456834666	2.111212657236631
chr2	140500000	140510000	chr2	142090000	142100000	0.0012869231761101219	2.111212657236631
chr2	142950000	142960000	chr2	143630000	143640000	0.001982863036158733	3.2
chr2	143840000	143850000	chr2	144070000	144080000	0.00924906424900011	5.198415336679908
chr2	145790000	145800000	chr2	146250000	146260000	0.00020244779680350655	2.599207668339954
chr2	146460000	146470000	chr2	147020000	147030000	2.0940161359339626e-05	2.111212657236631
chr2	146800000	146810000	chr2	147010000	147020000	0.00655954490290496	2.599207668339954
chr2	147030000	147040000	chr2	147880000	147890000	0.009157914303825643	2.111212657236631
chr2	147960000	147970000	chr2	148410000	148420000	0.0006844030229811393	2.111212657236631
chr2	149180000	149190000	chr2	149940000	149950000	0.0032379782716739835	2.111212657236631
chr2	152530000	152540000	chr2	152670000	152680000	0.0013205187132866289	2.111212657236631
chr2	152750000	152760000	chr2	152980000	152990000	0.0015191313770875625	2.111212657236631
chr2	154540000	154550000	chr2	154700000	154710000	0.0092779048577904	2.111212657236631
chr2	156370000	156380000	chr2	156540000	156550000	0.000563702156607282	2.111212657236631
chr2	157160000	157170000	chr2	157410000	157420000	0.0029390401246864872	3.6758347359905126
chr2	157300000	157310000	chr2	157400000	157410000	0.007374951944059474	2.111212657236631
chr2	158740000	158750000	chr2	160420000	160430000	0.0092779048577904	2.599207668339954
chr2	160220000	160230000	chr2	160410000	160420000	0.0029390401246864872	2.111212657236631
chr2	160590000	160600000	chr2	160720000	160730000	0.0018251301780271123	2.599207668339954
chr2	162940000	162950000	chr2	163160000	163170000	0.0013205187132866289	2.111212657236631
chr2	163950000	163960000	chr2	164230000	164240000	0.0005434270725609583	3.2
chr2	164910000	164920000	chr2	165190000	165200000	0.003238988216121359	2.111212657236631
chr2	164920000	164930000	chr2	165110000	165120000	0.006470866813006641	2.111212657236631
chr2	165650000	165660000	chr2	165890000	165900000	0.0023787818497120277	2.111212657236631
chr2	165920000	165930000	chr2	166400000	166410000	0.0001976849711016193	2.599207668339954
chr2	165960000	165970000	chr2	166290000	166300000	0.00659642147513268	3.6758347359905126
chr2	165990000	166000000	chr2	166400000	166410000	0.005869262948310125	2.111212657236631
chr2	166430000	166440000	chr2	166620000	166630000	0.0001976849711016193	2.111212657236631
chr2	166920000	166930000	chr2	167050000	167060000	0.0014664483539873609	2.599207668339954
chr2	167520000	167530000	chr2	167730000	167740000	0.00023810182569393236	2.111212657236631
chr2	168090000	168100000	chr2	168470000	168480000	0.007109496225972961	2.111212657236631
chr2	168100000	168110000	chr2	168280000	168290000	0.0005128769515479655	2.111212657236631
chr2	168310000	168320000	chr2	168460000	168470000	0.00037650366312691474	2.111212657236631
chr2	168820000	168830000	chr2	169930000	169940000	0.007109486164592871	2.599207668339954
chr2	169960000	169970000	chr2	170180000	170190000	0.0003015106978498938	2.111212657236631
chr2	170360000	170370000	chr2	170700000	170710000	0.00011319689773969799	2.111212657236631
chr2	170740000	170750000	chr2	172050000	172060000	0.0038464644032733452	2.111212657236631
chr2	172670000	172680000	chr2	172820000	172830000	0.0005304131263385623	2.111212657236631
chr2	172950000	172960000	chr2	173400000	173410000	0.0017535047213603032	2.111212657236631
chr2	173040000	173050000	chr2	173390000	173400000	0.00011319689773969799	2.599207668339954
chr2	173420000	173430000	chr2	174120000	174130000	0.0001976849711016193	2.599207668339954
chr2	173430000	173440000	chr2	173940000	173950000	0.004821502836002375	2.599207668339954
chr2	175300000	175310000	chr2	175500000	175510000	0.0030777343547768363	2.111212657236631
chr2	175740000	175750000	chr2	176190000	176200000	0.0011082370923151277	2.111212657236631
chr2	177500000	177510000	chr2	177630000	177640000	0.00977681044713828	2.111212657236631
chr2	179560000	179570000	chr2	179680000	179690000	0.0008338556072763406	2.111212657236631
chr2	180110000	180120000	chr2	180210000	180220000	0.004792533580909167	2.111212657236631
chr2	181030000	181040000	chr2	181220000	181230000	0.001950780994468047	2.599207668339954
chr3	14940000	14950000	chr3	15270000	15280000	0.0011312380199186567	2.599207668339954
chr3	19600000	19610000	chr3	19940000	19950000	0.0014989964482839402	2.111212657236631
chr3	28220000	28230000	chr3	28800000	28810000	0.008092333953156155	2.111212657236631
chr3	28870000	28880000	chr3	29010000	29020000	0.008166946106467378	2.111212657236631
chr3	30050000	30060000	chr3	30560000	30570000	0.008092333953156155	2.599207668339954
chr3	31200000	31210000	chr3	31640000	31650000	0.0013969095313949111	2.111212657236631
chr3	32390000	32400000	chr3	32550000	32560000	0.0025366981790914817	2.111212657236631
chr3	34700000	34710000	chr3	35530000	35540000	0.0006803306991973179	2.111212657236631
chr3	36250000	36260000	chr3	36500000	36510000	0.00037341344903685236	2.599207668339954
chr3	38300000	38310000	chr3	38900000	38910000	0.0001760656609888857	2.111212657236631
chr3	41160000	41170000	chr3	41520000	41530000	0.00592870335552527	2.599207668339954
chr3	52160000	52170000	chr3	52880000	52890000	0.00011794197863213007	2.111212657236631
chr3	52930000	52940000	chr3	53360000	53370000	0.00017026923257468238	2.111212657236631
chr3	54270000	54280000	chr3	54580000	54590000	0.00011794197863213007	2.111212657236631
chr3	57180000	57190000	chr3	57340000	57350000	0.009808824258025784	3.6758347359905126
chr3	57370000	57380000	chr3	57520000	57530000	0.007762576544433936	2.599207668339954
chr3	57750000	57760000	chr3	58030000	58040000	0.00045572622810685637	2.111212657236631
chr3	66290000	66300000	chr3	66880000	66890000	0.0017490800710945997	3.2
chr3	67520000	67530000	chr3	67950000	67960000	0.0022721154138317656	2.111212657236631
chr3	67970000	67980000	chr3	68460000	68470000	0.007550371390016558	2.111212657236631
chr3	69160000	69170000	chr3	69380000	69390000	0.0017490800710945997	2.599207668339954
chr3	69660000	69670000	chr3	69800000	69810000	0.00016787162436959768	2.111212657236631
chr3	75130000	75140000	chr3	75610000	75620000	0.00434932164593384	2.599207668339954
chr3	78860000	78870000	chr3	79100000	79110000	0.0007043886985348136	2.111212657236631
chr3	79110000	79120000	chr3	79490000	79500000	0.0007043886985348136	2.599207668339954
chr3	79570000	79580000	chr3	79710000	79720000	9.231169353988525e-05	2.111212657236631
chr3	79770000	79780000	chr3	79960000	79970000	0.0007043886985348136	2.599207668339954
chr3	79980000	79990000	chr3	80700000	80710000	0.0013104425371628923	2.111212657236631
chr3	81950000	81960000	chr3	82240000	82250000	9.231169353988525e-05	2.111212657236631
chr3	82290000	82300000	chr3	82750000	82760000	0.0066577059801779265	3.6758347359905126
chr3	83020000	83030000	chr3	83170000	83180000	0.009542626278593825	2.111212657236631
chr3	83190000	83200000	chr3	83670000	83680000	0.002567688574227925	2.111212657236631
